116, PROGRESSIVE_SCAN, 1024, 1024, 0, 968, 474, 711, datasets/SIMPLE_VORONOI_1024x1024_6.png, 484, 592, out/, 2021-05-0114:29:04.747, 547582, 52000052, 143401216, 2.7577128, 261.8808, 94.96304
119, GRID_SCAN, 2048, 2048, 0, 366, 0, 1011, datasets/SIMPLE_VORONOI_2048x2048_2.png, 183, 505, out/, 2021-05-0114:30:21.702, 185400260, 1403421400, -626853369, -0.44666082, -3.3810816, 7.5696845
120, GRID_SCAN, 512, 512, 126, 189, 0, 252, datasets/SIMPLE_VORONOI_512x512_4.png, 157, 126, out/, 2021-05-0114:30:32.104, 2095829, 32013047, 85140133, 2.6595447, 40.623608, 15.274647
123, GRID_SCAN, 2048, 2048, 0, 254, 0, 1644, datasets/SIMPLE_VORONOI_2048x2048_7.png, 127, 822, out/, 2021-05-0114:33:10.042, 572611258, -645413306, 1016850207, -1.5755023, 1.7758124, -1.1271404
124, GREEDY_RANGE_SCAN, 2048, 2048, 1214, 1821, 950, 1425, datasets/SIMPLE_VORONOI_2048x2048_5.png, 1517, 1187, out/, 2021-05-0114:33:27.466, 2095655, 161511773, 445790368, 2.7601106, 212.72125, 77.06983
125, PROGRESSIVE_SCAN, 512, 512, 408, 476, 252, 504, datasets/SIMPLE_VORONOI_512x512_2.png, 442, 378, out/, 2021-05-0114:33:34.553, 32542, 2852280, 8154416, 2.8589115, 250.58128, 87.64919
127, GRID_SCAN, 2048, 2048, 0, 475, 1425, 1900, datasets/SIMPLE_VORONOI_2048x2048_2.png, 237, 1662, out/, 2021-05-0114:34:31.89, 127345894, 928568877, -1875276628, -2.0195343, -14.725851, 7.2917066
128, GRID_SCAN, 2048, 2048, 732, 1098, 0, 1411, datasets/SIMPLE_VORONOI_2048x2048_2.png, 915, 705, out/, 2021-05-0114:35:45.716, 165740235, 1406336367, -640017017, -0.45509526, -3.8615668, 8.485184
130, GREEDY_RANGE_SCAN, 1024, 1024, 137, 274, 711, 948, datasets/SIMPLE_VORONOI_1024x1024_5.png, 205, 829, out/, 2021-05-0114:36:00.027, 183948, 16612479, 46710025, 2.8117433, 253.93059, 90.31074
134, GREEDY_RANGE_SCAN, 1024, 1024, 548, 685, 448, 672, datasets/SIMPLE_VORONOI_1024x1024_2.png, 616, 560, out/, 2021-05-0114:36:25.154, 125337, 14080881, 39837541, 2.8291938, 317.8434, 112.34417
135, GRID_SCAN, 512, 512, 68, 136, 0, 411, datasets/SIMPLE_VORONOI_512x512_3.png, 102, 205, out/, 2021-05-0114:36:37.51, 2570196, 48069323, 127767492, 2.6579838, 49.711185, 18.70259
